FID,ID,Site,Transect,StartEnd,UTMn,UTMe,Note,Lat,Long
256,Foggy Low 25, , ,25,5722587.201999999582767,559235.440300000016578, ,51.651157190900001,-128.143777373999995
257,Foggy Low 26, , ,26,5722586.603000000119209,559234.639399999985471, ,51.651151890000001,-128.143789050999999
258,Foggy Low 27, , ,27,5722586.003999999724329,559233.838600000017323, ,51.651146589100001,-128.143800725999995
259,Foggy Low 28, , ,28,5722585.405000000260770,559233.037699999986216, ,51.651141288100000,-128.143812402999998
260,Foggy Low 29, , ,29,5722584.805999999865890,559232.236799999955110, ,51.651135987200000,-128.143824080000002
261,Foggy Low 30, , ,30,5722584.207000000402331,559231.435999999986961, ,51.651130686300000,-128.143835754999998
262,Foggy Low 31, , ,31,5722583.609000000171363,559230.635099999955855, ,51.651125394399998,-128.143847432000001
263,Foggy Low 32, , ,32,5722583.009999999776483,559229.834200000041164, ,51.651120093499998,-128.143859107999987
264,Foggy Low 33, , ,33,5722582.411000000312924,559229.033300000010058, ,51.651114792500003,-128.143870784999990
265,Foggy Low 34, , ,34,5722581.811999999918044,559228.232500000041910, ,51.651109491600003,-128.143882459999986
266,Foggy Low 35, , ,35,5722581.213000000454485,559227.431600000010803, ,51.651104190700003,-128.143894136999990
267,Foggy Low 36.5,WB,Low,End,5722580.628999999724329,559226.650400000042282, ,51.651099022600000,-128.143905526999987
268,Foggy Mid 0,WB,Mid,Start,5722590.849000000394881,559275.608800000045449, ,51.651185745100001,-128.143196208000006
269,Foggy Mid 1, , ,1,5722590.248999999836087,559274.808500000042841, ,51.651180435100002,-128.143207875999991
270,Foggy Mid 2, , ,2,5722589.650000000372529,559274.008299999986775, ,51.651175134200003,-128.143219542999987
271,Foggy Mid 3, , ,3,5722589.049999999813735,559273.207999999984168, ,51.651169824299998,-128.143231211000000
272,Foggy Mid 4, , ,4,5722588.450000000186265,559272.407699999981560, ,51.651164514400001,-128.143242879000013
273,Foggy Mid 5, , ,5,5722587.850999999791384,559271.607500000041910, ,51.651159213500001,-128.143254546000009
274,Foggy Mid 6, , ,6,5722587.251000000163913,559270.807200000039302, ,51.651153903599997,-128.143266213999993
275,Foggy Mid 7, , ,7,5722586.650999999605119,559270.006900000036694, ,51.651148593599999,-128.143277882999996
276,Foggy Mid 8, , ,8,5722586.052000000141561,559269.206699999980628, ,51.651143292699999,-128.143289549000002
277,Foggy Mid 9, , ,9,5722585.451999999582767,559268.406399999978021, ,51.651137982800002,-128.143301218000005
278,Foggy Mid 10, , ,10,5722584.853000000119209,559267.606099999975413, ,51.651132681900002,-128.143312885999990
279,Foggy Mid 11, , ,11,5722584.252999999560416,559266.805900000035763, ,51.651127371900003,-128.143324553000014
280,Foggy Mid 12, , ,12,5722583.652999999932945,559266.005600000033155, ,51.651122061999999,-128.143336220999998
281,Foggy Mid 13, , ,13,5722583.053999999538064,559265.205300000030547, ,51.651116761099999,-128.143347889000012
282,Foggy Mid 14, , ,14,5722582.453999999910593,559264.405099999974482, ,51.651111451200002,-128.143359556000007
283,Foggy Mid 15, , ,15,5722581.854000000283122,559263.604799999971874, ,51.651106141200003,-128.143371223999992
284,Foggy Mid 16, , ,16,5722581.254999999888241,559262.804499999969266, ,51.651100840300003,-128.143382892000005
285,Foggy Mid 17, , ,17,5722580.655000000260770,559262.004300000029616, ,51.651095530399999,-128.143394559000001
286,Foggy Mid 18, , ,18,5722580.054999999701977,559261.204000000027008, ,51.651090220400000,-128.143406227000014
287,Foggy Mid 19, , ,19,5722579.456000000238419,559260.403799999970943, ,51.651084919500001,-128.143417894000009
288,Foggy Mid 20, , ,20,5722578.855999999679625,559259.603499999968335, ,51.651079609600004,-128.143429561999994
289,Foggy Mid 21, , ,21,5722578.256000000052154,559258.803199999965727, ,51.651074299599998,-128.143441230000008
290,Foggy Mid 22, , ,22,5722577.656999999657273,559258.003000000026077, ,51.651068998699998,-128.143452897000003
291,Foggy Mid 23, , ,23,5722577.057000000029802,559257.202700000023469, ,51.651063688800001,-128.143464564999988
292,Foggy Mid 24, , ,24,5722576.457000000402331,559256.402400000020862, ,51.651058378800002,-128.143476233999991
293,Foggy Mid 25, , ,25,5722575.858000000007451,559255.602199999964796, ,51.651053077900002,-128.143487899999997
294,Foggy Mid 26, , ,26,5722575.258000000379980,559254.801899999962188, ,51.651047767900003,-128.143499568000010
295,Foggy Mid 27, , ,27,5722574.658999999985099,559254.001599999959581, ,51.651042467000003,-128.143511235999995
296,Foggy Mid 28, , ,28,5722574.059000000357628,559253.201400000019930, ,51.651037156999998,-128.143522902999990
297,Foggy Mid 29, , ,29,5722573.458999999798834,559252.401100000017323, ,51.651031847100001,-128.143534571000004
298,Foggy Mid 30, , ,30,5722572.860000000335276,559251.600800000014715, ,51.651026546200001,-128.143546240000006
299,Foggy Mid 31, , ,31,5722572.259999999776483,559250.800599999958649, ,51.651021236200002,-128.143557906000012
300,Foggy Mid 32, , ,32,5722571.660000000149012,559250.000299999956042, ,51.651015926299998,-128.143569574999987
301,Foggy Mid 33, , ,33,5722571.060999999754131,559249.199999999953434, ,51.651010625300003,-128.143581243000000
302,Foggy Mid 34, , ,34,5722570.461000000126660,559248.399800000013784, ,51.651005315399999,-128.143592909000006
303,Foggy Mid 35, , ,35,5722569.860999999567866,559247.599500000011176, ,51.651000005400000,-128.143604578000009
304,Foggy Mid 36, , ,36,5722569.262000000104308,559246.799200000008568, ,51.650994704500000,-128.143616245999993
305,Foggy Mid 37, , ,37,5722568.661999999545515,559245.998999999952503, ,51.650989394500002,-128.143627911999999
306,Foggy Mid 38, , ,38,5722568.061999999918044,559245.198699999949895, ,51.650984084500003,-128.143639581000002
307,Foggy Mid 39, , ,39,5722567.463000000454485,559244.398399999947287, ,51.650978783600003,-128.143651248999987
308,Foggy Mid 40, , ,40,5722566.862999999895692,559243.598200000007637, ,51.650973473599997,-128.143662914999993
309,Foggy Mid 41, , ,41,5722566.263000000268221,559242.797900000005029, ,51.650968163700000,-128.143674583999996
310,Foggy Mid 42, , ,42,5722565.663999999873340,559241.997600000002421, ,51.650962862699998,-128.143686252000009
311,Foggy Mid 43, , ,43,5722565.064000000245869,559241.197399999946356, ,51.650957552700000,-128.143697917999987
312,Foggy Mid 44, , ,44,5722564.464999999850988,559240.397099999943748, ,51.650952251800000,-128.143709586000000
313,Foggy Mid 45, , ,45,5722563.865000000223517,559239.596900000004098, ,51.650946941800001,-128.143721252999995
314,Foggy Mid 46, , ,46,5722563.264999999664724,559238.796600000001490, ,51.650941631899997,-128.143732921000009
315,Foggy Mid 47, , ,47,5722562.666000000201166,559237.996299999998882, ,51.650936330900002,-128.143744588999994
316,Foggy Mid 48, , ,48,5722562.065999999642372,559237.196099999942817, ,51.650931020900003,-128.143756255999989
317,Foggy Mid 49,WB,Mid,End,5722561.661000000312924,559236.655900000012480, ,51.650927436700002,-128.143764132000001
318,Foggy High 0,WB,High,Start,5722571.036000000312924,559288.095800000010058, ,51.651006299700001,-128.143019094000010
319,Foggy High 1, , ,1,5722570.271999999880791,559287.451099999947473, ,51.650999498899999,-128.143028541999996
320,Foggy High 2, , ,2,5722569.507000000216067,559286.806400000001304, ,51.650992689200002,-128.143037988999993
321,Foggy High 3, , ,3,5722568.742999999783933,559286.161800000001676, ,51.650985888500003,-128.143047435000000
322,Foggy High 4, , ,4,5722567.979000000283122,559285.517100000055507, ,51.650979087700001,-128.143056881999996
323,Foggy High 5, , ,5,5722567.213999999687076,559284.872399999992922, ,51.650972277999998,-128.143066328999993
324,Foggy High 6, , ,6,5722566.450000000186265,559284.227700000046752, ,51.650965477200003,-128.143075777000007
325,Foggy High 7, , ,7,5722565.684999999590218,559283.582999999984168, ,51.650958667499999,-128.143085224000004
326,Foggy High 8, , ,8,5722564.921000000089407,559282.938300000037998, ,51.650951866800000,-128.143094671000000
327,Foggy High 9, , ,9,5722564.156000000424683,559282.293700000038370, ,51.650945057000001,-128.143104117000007
328,Foggy High 10, , ,10,5722563.391999999992549,559281.648999999975786, ,51.650938256300002,-128.143113564000004
329,Foggy High 11, , ,11,5722562.627000000327826,559281.004300000029616, ,51.650931446500003,-128.143123011999990
330,Foggy High 12, , ,12,5722561.862999999895692,559280.359599999967031, ,51.650924645800004,-128.143132458999986
331,Foggy High 13, , ,13,5722561.099000000394881,559279.714900000020862, ,51.650917845000002,-128.143141906000011
332,Foggy High 14, , ,14,5722560.333999999798834,559279.070300000021234, ,51.650911035299998,-128.143151351999990
333,Foggy High 15, , ,15,5722559.570000000298023,559278.425599999958649, ,51.650904234499997,-128.143160798999986
334,Foggy High 16, , ,16,5722558.804999999701977,559277.780900000012480, ,51.650897424800000,-128.143170247000000
335,Foggy High 17, , ,17,5722558.041000000201166,559277.136199999949895, ,51.650890623999999,-128.143179693999997
336,Foggy High 18, , ,18,5722557.275999999605119,559276.491500000003725, ,51.650883814300002,-128.143189140999993
337,Foggy High 19, , ,19,5722556.512000000104308,559275.846800000057556, ,51.650877013500001,-128.143198587999990
338,Foggy High 20, , ,20,5722555.747000000439584,559275.202200000057928, ,51.650870203799997,-128.143208033999997
339,Foggy High 21, , ,21,5722554.983000000007451,559274.557499999995343, ,51.650863403000002,-128.143217482000011
340,Foggy High 22, , ,22,5722554.218000000342727,559273.912800000049174, ,51.650856593299999,-128.143226929000008
341,Foggy High 23, , ,23,5722553.453999999910593,559273.268099999986589, ,51.650849792499997,-128.143236376000004
342,Foggy High 24, , ,24,5722552.690000000409782,559272.623400000040419, ,51.650842991799998,-128.143245823000001
343,Foggy High 25, , ,25,5722551.924999999813735,559271.978699999977835, ,51.650836181999999,-128.143255270999987
344,Foggy High 26, , ,26,5722551.161000000312924,559271.334099999978207, ,51.650829381299999,-128.143264716000004
345,Foggy High 27, , ,27,5722550.395999999716878,559270.689400000032037, ,51.650822571500001,-128.143274163999990
346,Foggy High 28, , ,28,5722549.632000000216067,559270.044699999969453, ,51.650815770700000,-128.143283610999987
347,Foggy High 29, , ,29,5722548.866999999620020,559269.400000000023283, ,51.650808961000003,-128.143293058000012
348,Foggy High 30, , ,30,5722548.103000000119209,559268.755299999960698, ,51.650802160200001,-128.143302505000008
349,Foggy High 31, , ,31,5722547.338000000454485,559268.110600000014529, ,51.650795350499997,-128.143311952999994
350,Foggy High 32, , ,32,5722546.574000000022352,559267.466000000014901, ,51.650788549700003,-128.143321398000012
351,Foggy High 33, , ,33,5722545.809999999590218,559266.821299999952316, ,51.650781748900002,-128.143330845000008
352,Foggy High 34, , ,34,5722545.044999999925494,559266.176600000006147, ,51.650774939199998,-128.143340292999994
353,Foggy High 35, , ,35,5722544.281000000424683,559265.531899999943562, ,51.650768138399997,-128.143349739999991
354,Foggy High 36, , ,36,5722543.515999999828637,559264.887199999997392, ,51.650761328700000,-128.143359186999987
355,Foggy High 37, , ,37,5722542.752000000327826,559264.242500000051223, ,51.650754527899998,-128.143368634000012
356,Foggy High 38, , ,38,5722541.986999999731779,559263.597900000051595, ,51.650747718100000,-128.143378079999991
357,Foggy High 39, , ,39,5722541.223000000230968,559262.953199999989010, ,51.650740917400000,-128.143387526999987
358,Foggy High 40, , ,40,5722540.457999999634922,559262.308500000042841, ,51.650734107600002,-128.143396975000002
359,Foggy High 41, , ,41,5722539.694000000134110,559261.663799999980256, ,51.650727306800000,-128.143406421999998
360,Foggy High 42, , ,42,5722538.928999999538064,559261.019100000034086, ,51.650720497099996,-128.143415868999995
361,Foggy High 43, , ,43,5722538.165000000037253,559260.374399999971502, ,51.650713696300002,-128.143425315999991
362,Foggy High 45,WB,High,End,5722537.279000000096858,559259.627100000041537, ,51.650705809500003,-128.143436266999998
