PINE ISLAND LIGHTSTATION: DAILY SEA SURFACE TEMPERATURE AND SALINITY,,,,
"DATE
(YYYY-MM-DD)","SALINITY
(PSU)","TEMPERATURE
( C )","LATITUDE
(DECIMAL DEGREES)","LONGITUDE
(DECIMAL DEGREES)"
8/17/1937,30.8,9.6,50.9756,-127.728
8/18/1937,30.6,10.2,50.9756,-127.728
8/19/1937,30.7,11.1,50.9756,-127.728
8/20/1937,31.6,10.6,50.9756,-127.728
8/21/1937,31.6,10.2,50.9756,-127.728
8/22/1937,31.6,10.6,50.9756,-127.728
8/23/1937,31.3,10.1,50.9756,-127.728
8/24/1937,31.3,10,50.9756,-127.728
8/25/1937,31.7,10,50.9756,-127.728
8/26/1937,31.3,9.6,50.9756,-127.728
8/27/1937,32,10.6,50.9756,-127.728
8/28/1937,32,11.1,50.9756,-127.728
8/29/1937,31.6,9.6,50.9756,-127.728
8/30/1937,31.6,10,50.9756,-127.728
8/31/1937,31.5,10.6,50.9756,-127.728
9/1/1937,31.9,10.6,50.9756,-127.728
9/2/1937,32,9.5,50.9756,-127.728
9/3/1937,31.9,10,50.9756,-127.728
9/4/1937,31.9,10.1,50.9756,-127.728
9/5/1937,32,10,50.9756,-127.728
9/6/1937,32.1,9.6,50.9756,-127.728
9/7/1937,32,10.1,50.9756,-127.728
9/8/1937,32.1,10,50.9756,-127.728
9/9/1937,32.1,10.6,50.9756,-127.728
9/10/1937,32.1,10.1,50.9756,-127.728
9/11/1937,32,10,50.9756,-127.728
9/12/1937,32,10.1,50.9756,-127.728
9/13/1937,31.8,10.6,50.9756,-127.728
9/14/1937,31.6,10.6,50.9756,-127.728
9/15/1937,31.6,10.6,50.9756,-127.728
9/16/1937,32.1,10.1,50.9756,-127.728
9/17/1937,32.1,10.1,50.9756,-127.728
9/18/1937,32,10.1,50.9756,-127.728
9/19/1937,32.1,10,50.9756,-127.728
9/20/1937,32.2,10,50.9756,-127.728
9/21/1937,32.3,10.1,50.9756,-127.728
9/22/1937,32.3,9.6,50.9756,-127.728
9/23/1937,32.3,9.4,50.9756,-127.728
9/24/1937,32.3,9.5,50.9756,-127.728
9/25/1937,32.4,9,50.9756,-127.728
9/26/1937,32.4,8.9,50.9756,-127.728
9/27/1937,32.4,8.9,50.9756,-127.728
9/28/1937,32,9,50.9756,-127.728
9/29/1937,32,8.5,50.9756,-127.728
9/30/1937,31.9,8.4,50.9756,-127.728
10/1/1937,32,9.4,50.9756,-127.728
10/2/1937,32.2,8.9,50.9756,-127.728
10/3/1937,32.3,9,50.9756,-127.728
10/4/1937,32.4,8.9,50.9756,-127.728
10/5/1937,32.3,9.3,50.9756,-127.728
10/6/1937,32,9.1,50.9756,-127.728
10/7/1937,32,8.7,50.9756,-127.728
10/8/1937,32,8.6,50.9756,-127.728
10/9/1937,32,8.5,50.9756,-127.728
10/10/1937,31.9,8.9,50.9756,-127.728
10/11/1937,31.8,8.9,50.9756,-127.728
10/12/1937,31.8,8.9,50.9756,-127.728
10/13/1937,31.9,8.7,50.9756,-127.728
10/14/1937,32,8.5,50.9756,-127.728
10/15/1937,31.8,8.3,50.9756,-127.728
10/16/1937,31.9,8.8,50.9756,-127.728
10/17/1937,32,9.3,50.9756,-127.728
10/18/1937,32,9.8,50.9756,-127.728
10/19/1937,31.9,9.7,50.9756,-127.728
10/20/1937,32.1,9.8,50.9756,-127.728
10/21/1937,32,9.8,50.9756,-127.728
10/22/1937,32.1,9.8,50.9756,-127.728
10/23/1937,32.1,9.7,50.9756,-127.728
10/24/1937,32.1,9.5,50.9756,-127.728
10/25/1937,32.1,9.3,50.9756,-127.728
10/26/1937,32.1,9.2,50.9756,-127.728
10/27/1937,32,9.3,50.9756,-127.728
10/28/1937,31.9,10,50.9756,-127.728
10/29/1937,31.9,9.9,50.9756,-127.728
10/30/1937,31.9,9.7,50.9756,-127.728
10/31/1937,31.9,10,50.9756,-127.728
11/1/1937,31.9,10.2,50.9756,-127.728
11/2/1937,31.8,10.2,50.9756,-127.728
11/3/1937,31.8,10.2,50.9756,-127.728
11/4/1937,31.8,9.7,50.9756,-127.728
11/5/1937,31.8,9.6,50.9756,-127.728
11/6/1937,31.6,10,50.9756,-127.728
11/7/1937,31.6,9.8,50.9756,-127.728
11/8/1937,31.6,9.7,50.9756,-127.728
11/9/1937,31.7,9.6,50.9756,-127.728
11/10/1937,31.7,9.7,50.9756,-127.728
11/11/1937,31.7,9.6,50.9756,-127.728
11/12/1937,31.6,9.4,50.9756,-127.728
11/13/1937,31.6,9.3,50.9756,-127.728
11/14/1937,31.6,9.2,50.9756,-127.728
11/15/1937,31.8,9.4,50.9756,-127.728
11/16/1937,31.7,9.3,50.9756,-127.728
11/17/1937,31.8,9.2,50.9756,-127.728
11/18/1937,31.7,9.3,50.9756,-127.728
11/19/1937,31.6,9.4,50.9756,-127.728
11/20/1937,31.5,9.4,50.9756,-127.728
11/21/1937,31.6,9.3,50.9756,-127.728
11/22/1937,31.7,9.3,50.9756,-127.728
11/23/1937,31.6,9.1,50.9756,-127.728
11/24/1937,31.5,9.4,50.9756,-127.728
11/25/1937,31.5,9.2,50.9756,-127.728
11/26/1937,31.4,9.5,50.9756,-127.728
11/27/1937,31.4,9.8,50.9756,-127.728
11/28/1937,31.4,9.7,50.9756,-127.728
11/29/1937,31.6,9.4,50.9756,-127.728
11/30/1937,31.6,9.2,50.9756,-127.728
12/1/1937,31.5,9.1,50.9756,-127.728
12/2/1937,31.6,9.1,50.9756,-127.728
12/3/1937,31.6,8.7,50.9756,-127.728
12/4/1937,31.1,8.6,50.9756,-127.728
12/5/1937,31.3,8.6,50.9756,-127.728
12/6/1937,31.4,9.6,50.9756,-127.728
12/7/1937,31.3,9.1,50.9756,-127.728
12/8/1937,31.4,8.9,50.9756,-127.728
12/9/1937,31.6,8.9,50.9756,-127.728
12/10/1937,31.4,9,50.9756,-127.728
12/11/1937,31.2,9.2,50.9756,-127.728
12/12/1937,31.4,9.4,50.9756,-127.728
12/13/1937,31.3,9.4,50.9756,-127.728
12/14/1937,31.4,9.7,50.9756,-127.728
12/15/1937,31.4,9.8,50.9756,-127.728
12/16/1937,31.4,9.7,50.9756,-127.728
12/17/1937,31.4,9.5,50.9756,-127.728
12/18/1937,31.4,9.3,50.9756,-127.728
12/19/1937,31.4,9.2,50.9756,-127.728
12/20/1937,31.4,8.9,50.9756,-127.728
12/21/1937,31.4,8.7,50.9756,-127.728
12/22/1937,31.4,8.3,50.9756,-127.728
12/23/1937,31.4,8.1,50.9756,-127.728
12/24/1937,31.4,8.3,50.9756,-127.728
12/25/1937,31.4,7.5,50.9756,-127.728
12/26/1937,31.3,7.8,50.9756,-127.728
12/27/1937,31.3,7.9,50.9756,-127.728
12/28/1937,31.3,8,50.9756,-127.728
12/29/1937,31.3,8.1,50.9756,-127.728
12/30/1937,31.3,8.2,50.9756,-127.728
12/31/1937,31.4,8.3,50.9756,-127.728
1/1/1938,31.4,8.6,50.9756,-127.728
1/2/1938,31.4,8.3,50.9756,-127.728
1/3/1938,31.6,8.3,50.9756,-127.728
1/4/1938,31.6,8.2,50.9756,-127.728
1/5/1938,31.5,8.2,50.9756,-127.728
1/6/1938,31.4,8.1,50.9756,-127.728
1/7/1938,31.3,7.9,50.9756,-127.728
1/8/1938,31.3,7.8,50.9756,-127.728
1/9/1938,31.1,8.1,50.9756,-127.728
1/10/1938,31.2,7.8,50.9756,-127.728
1/11/1938,31.3,7.9,50.9756,-127.728
1/12/1938,31.4,8.1,50.9756,-127.728
1/13/1938,31.4,8,50.9756,-127.728
1/14/1938,31.3,7.9,50.9756,-127.728
1/15/1938,31.3,7.8,50.9756,-127.728
1/16/1938,31.4,8.1,50.9756,-127.728
1/17/1938,31.4,8.2,50.9756,-127.728
1/18/1938,31.4,7.6,50.9756,-127.728
1/19/1938,31.5,7.8,50.9756,-127.728
1/20/1938,31.2,7.7,50.9756,-127.728
1/21/1938,31,7.6,50.9756,-127.728
1/22/1938,30.7,7.5,50.9756,-127.728
1/23/1938,31.2,7.6,50.9756,-127.728
1/24/1938,31.4,7.5,50.9756,-127.728
1/25/1938,31.4,7.5,50.9756,-127.728
1/26/1938,31.2,7.5,50.9756,-127.728
1/27/1938,31.1,7.9,50.9756,-127.728
1/28/1938,31.2,7.9,50.9756,-127.728
1/29/1938,31.3,7.2,50.9756,-127.728
1/30/1938,31.3,7.4,50.9756,-127.728
1/31/1938,31.3,7.3,50.9756,-127.728
2/1/1938,31.4,7.5,50.9756,-127.728
2/2/1938,31.4,7.3,50.9756,-127.728
2/3/1938,31.4,7.1,50.9756,-127.728
2/4/1938,31.5,6.9,50.9756,-127.728
2/5/1938,31.4,6.9,50.9756,-127.728
2/6/1938,31.3,6.8,50.9756,-127.728
2/7/1938,31.4,6.7,50.9756,-127.728
2/8/1938,31.4,6.7,50.9756,-127.728
2/9/1938,31.3,6.9,50.9756,-127.728
2/10/1938,31.3,6.8,50.9756,-127.728
2/11/1938,31.4,6.9,50.9756,-127.728
2/12/1938,31.4,6.7,50.9756,-127.728
2/13/1938,31.3,6.9,50.9756,-127.728
2/14/1938,31.4,6.8,50.9756,-127.728
2/15/1938,31.4,6.7,50.9756,-127.728
2/16/1938,31.6,6.4,50.9756,-127.728
2/17/1938,31.5,6.7,50.9756,-127.728
2/18/1938,31.4,6.9,50.9756,-127.728
2/19/1938,31.4,7.1,50.9756,-127.728
2/20/1938,31.4,7.3,50.9756,-127.728
2/21/1938,31.4,7.2,50.9756,-127.728
2/22/1938,31.5,7.1,50.9756,-127.728
2/23/1938,31.4,7.1,50.9756,-127.728
2/24/1938,31.4,7.2,50.9756,-127.728
2/25/1938,31.3,7.3,50.9756,-127.728
2/26/1938,31.3,7.8,50.9756,-127.728
2/27/1938,31.3,7.2,50.9756,-127.728
2/28/1938,31.4,7.2,50.9756,-127.728
3/1/1938,31.3,6.9,50.9756,-127.728
3/2/1938,31.4,7.6,50.9756,-127.728
3/3/1938,31.4,8.1,50.9756,-127.728
3/4/1938,31.4,7.2,50.9756,-127.728
3/5/1938,31.3,6.9,50.9756,-127.728
3/6/1938,31.4,7.1,50.9756,-127.728
3/7/1938,31.2,6.9,50.9756,-127.728
3/8/1938,31.3,7.2,50.9756,-127.728
3/9/1938,31.4,6.9,50.9756,-127.728
3/10/1938,31.4,7.3,50.9756,-127.728
3/11/1938,31.3,7.1,50.9756,-127.728
3/12/1938,31.4,6.9,50.9756,-127.728
3/13/1938,31.4,6.8,50.9756,-127.728
3/14/1938,31.6,6.9,50.9756,-127.728
3/15/1938,31.5,6.9,50.9756,-127.728
3/16/1938,31.4,6.9,50.9756,-127.728
3/17/1938,31.4,7.1,50.9756,-127.728
3/18/1938,31.3,7.3,50.9756,-127.728
3/19/1938,31.3,7.3,50.9756,-127.728
3/20/1938,31.3,7.3,50.9756,-127.728
3/21/1938,31.3,7.2,50.9756,-127.728
3/22/1938,31.3,6.8,50.9756,-127.728
3/23/1938,31.2,6.8,50.9756,-127.728
3/24/1938,31.1,6.9,50.9756,-127.728
3/25/1938,31,6.9,50.9756,-127.728
3/26/1938,31,6.5,50.9756,-127.728
3/27/1938,31,6.6,50.9756,-127.728
3/28/1938,31.1,6.6,50.9756,-127.728
3/29/1938,31.1,6.7,50.9756,-127.728
3/30/1938,31.2,6.9,50.9756,-127.728
3/31/1938,31.3,6.8,50.9756,-127.728
4/1/1938,31.3,7.2,50.9756,-127.728
4/2/1938,26.6,7.3,50.9756,-127.728
4/3/1938,31.5,7.5,50.9756,-127.728
4/4/1938,30.4,7.3,50.9756,-127.728
4/5/1938,31.4,7.3,50.9756,-127.728
4/6/1938,31.4,6.9,50.9756,-127.728
4/7/1938,31.4,6.9,50.9756,-127.728
4/8/1938,31.4,7.3,50.9756,-127.728
4/9/1938,31.5,7.1,50.9756,-127.728
4/10/1938,31.4,6.9,50.9756,-127.728
4/11/1938,31.5,6.9,50.9756,-127.728
4/12/1938,31.5,7.2,50.9756,-127.728
4/13/1938,31.3,6.9,50.9756,-127.728
4/14/1938,99.9,99.9,50.9756,-127.728
4/15/1938,31.6,7.2,50.9756,-127.728
4/16/1938,31.6,7.1,50.9756,-127.728
4/17/1938,31.6,7.5,50.9756,-127.728
4/18/1938,99.9,99.9,50.9756,-127.728
4/19/1938,31.4,7.8,50.9756,-127.728
4/20/1938,31.3,7.9,50.9756,-127.728
4/21/1938,31.6,6.4,50.9756,-127.728
4/22/1938,31.4,6.2,50.9756,-127.728
4/23/1938,31.4,6.4,50.9756,-127.728
4/24/1938,31.3,6.3,50.9756,-127.728
4/25/1938,31.3,6.1,50.9756,-127.728
4/26/1938,31.4,5.2,50.9756,-127.728
4/27/1938,31.4,5.3,50.9756,-127.728
4/28/1938,31.6,5.3,50.9756,-127.728
4/29/1938,31.6,5.2,50.9756,-127.728
4/30/1938,99.9,99.9,50.9756,-127.728
5/1/1938,99.9,99.9,50.9756,-127.728
5/2/1938,31.8,5.2,50.9756,-127.728
5/3/1938,31.6,5.2,50.9756,-127.728
5/4/1938,31.7,5.4,50.9756,-127.728
5/5/1938,31.6,5.9,50.9756,-127.728
5/6/1938,31.6,5.6,50.9756,-127.728
5/7/1938,31.8,5.7,50.9756,-127.728
5/8/1938,31.8,5.4,50.9756,-127.728
5/9/1938,99.9,99.9,50.9756,-127.728
5/10/1938,31.6,6.1,50.9756,-127.728
5/11/1938,99.9,99.9,50.9756,-127.728
5/12/1938,99.9,99.9,50.9756,-127.728
5/13/1938,31.9,5.8,50.9756,-127.728
5/14/1938,31.9,7.4,50.9756,-127.728
5/15/1938,31.9,7.5,50.9756,-127.728
5/16/1938,31.9,8.2,50.9756,-127.728
5/17/1938,32,8.5,50.9756,-127.728
5/18/1938,31.9,9.2,50.9756,-127.728
5/19/1938,31.6,9.2,50.9756,-127.728
5/20/1938,31.5,9.3,50.9756,-127.728
5/21/1938,31.5,9.6,50.9756,-127.728
5/22/1938,31.5,8.6,50.9756,-127.728
5/23/1938,31.5,9.4,50.9756,-127.728
5/24/1938,31.4,9.2,50.9756,-127.728
5/25/1938,31.6,9.2,50.9756,-127.728
5/26/1938,31.7,8.2,50.9756,-127.728
5/27/1938,32,7.8,50.9756,-127.728
5/28/1938,32.1,7.8,50.9756,-127.728
5/29/1938,32.1,7.9,50.9756,-127.728
5/30/1938,32.1,7.8,50.9756,-127.728
5/31/1938,31.9,8.1,50.9756,-127.728
6/1/1938,31.9,8.1,50.9756,-127.728
6/2/1938,31.8,8.2,50.9756,-127.728
6/3/1938,31.9,8.6,50.9756,-127.728
6/4/1938,31.9,8.7,50.9756,-127.728
6/5/1938,31.9,8.9,50.9756,-127.728
6/6/1938,32.1,8.7,50.9756,-127.728
6/7/1938,32.1,8.2,50.9756,-127.728
6/8/1938,32.1,7.9,50.9756,-127.728
6/9/1938,32.1,7.9,50.9756,-127.728
6/10/1938,31.9,9.1,50.9756,-127.728
6/11/1938,32.4,8.1,50.9756,-127.728
6/12/1938,32.2,8.9,50.9756,-127.728
6/13/1938,32.1,8.7,50.9756,-127.728
6/14/1938,32.3,7.8,50.9756,-127.728
6/15/1938,32.3,7.9,50.9756,-127.728
6/16/1938,32.1,7.9,50.9756,-127.728
6/17/1938,32,8.6,50.9756,-127.728
6/18/1938,32,8.9,50.9756,-127.728
6/19/1938,32,9.1,50.9756,-127.728
6/20/1938,32.4,9.2,50.9756,-127.728
6/21/1938,32.4,8.7,50.9756,-127.728
6/22/1938,32.3,8.5,50.9756,-127.728
6/23/1938,32.3,8.9,50.9756,-127.728
6/24/1938,31.9,8.6,50.9756,-127.728
6/25/1938,32,8.9,50.9756,-127.728
6/26/1938,32.1,8.6,50.9756,-127.728
6/27/1938,32.1,7.9,50.9756,-127.728
6/28/1938,32.1,8.2,50.9756,-127.728
6/29/1938,32.5,8.1,50.9756,-127.728
6/30/1938,32.5,8.2,50.9756,-127.728
7/1/1938,32.5,7.9,50.9756,-127.728
7/2/1938,32.1,8.2,50.9756,-127.728
7/3/1938,32.3,8.7,50.9756,-127.728
7/4/1938,32.3,9.1,50.9756,-127.728
7/5/1938,32.3,9.2,50.9756,-127.728
7/6/1938,31.9,9.3,50.9756,-127.728
7/7/1938,31.9,8.2,50.9756,-127.728
7/8/1938,32.3,7.8,50.9756,-127.728
7/9/1938,31.9,7.1,50.9756,-127.728
7/10/1938,31.9,6.1,50.9756,-127.728
