"Date","Quadrat","Meter.point","Sampler","Recorder","Bedrock","Boulder","Cobble","Sand/Gravel/Pebble","Water","SiteHeightYear","SUBSTRATE-ROCK","SUBSTRATE-SAND","WATER","Pebble","SAND SCOUR","SUBSTRATE-Clam shell","Site","Zone","Year","UID","Shore_height_cm","Lat","Long"
2012-07-03,"1",2,"SL","SL",NA,"100","0","0","0","Foggy Cove LOW 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","LOW","2012","Foggy Cove LOW 2012 1",90,51.6512790755945,-128.143508817972
2012-07-03,"2",6,"PTM","JJ",NA,"0","0","0","0","Foggy Cove LOW 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","LOW","2012","Foggy Cove LOW 2012 2",107,51.6512578810354,-128.143555523537
2012-07-03,"3",7,"PTM","JJ",NA,"0","0","0","0","Foggy Cove LOW 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","LOW","2012","Foggy Cove LOW 2012 3",68,51.6512525801477,-128.143567200326
2012-07-03,"4",14,"SL","SL",NA,"45","50","5","0","Foggy Cove LOW 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","LOW","2012","Foggy Cove LOW 2012 4",75,51.6512154828701,-128.143648934707
2012-07-03,"5",16,"SL","SL",NA,"50","50","0","10","Foggy Cove LOW 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","LOW","2012","Foggy Cove LOW 2012 5",75,51.6512048810641,-128.143672286792
2012-07-03,"6",23,"PTM","JJ",NA,"0","0","0","0","Foggy Cove LOW 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","LOW","2012","Foggy Cove LOW 2012 6",117,51.6511677837124,-128.143754021002
2012-07-03,"7",24,"PTM","JJ",NA,"0","0","0","0","Foggy Cove LOW 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","LOW","2012","Foggy Cove LOW 2012 7",124,51.6511624828046,-128.143765697744
2012-07-03,"8",27,"PTM","JJ",NA,"0","0","0","0","Foggy Cove LOW 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","LOW","2012","Foggy Cove LOW 2012 8",131,51.6511465890543,-128.14380072634
2012-07-03,"9",30,"SL","SL",NA,"55","40","5","25","Foggy Cove LOW 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","LOW","2012","Foggy Cove LOW 2012 9",105,51.6511306863028,-128.14383575508
2012-07-03,"10",33,"SL","SL",NA,"100","0","0","0","Foggy Cove LOW 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","LOW","2012","Foggy Cove LOW 2012 10",135,51.6511147925418,-128.143870785071
2011-08-12,"1",3,"Patrick","Katrina",NA,NA,NA,NA,NA,"Foggy Cove MID 2011",NA,NA,NA,NA,NA,NA,"Foggy Cove","MID","2011","Foggy Cove MID 2011 1",219,51.6511698243103,-128.143231211065
2011-08-12,"2",8,"Sandra","Noriko",NA,"45","55",NA,NA,"Foggy Cove MID 2011",NA,NA,NA,NA,NA,NA,"Foggy Cove","MID","2011","Foggy Cove MID 2011 2",173,51.6511432927123,-128.143289549312
2011-08-12,"3",10,"Sandra","Noriko",NA,"95","5",NA,NA,"Foggy Cove MID 2011",NA,NA,NA,NA,NA,NA,"Foggy Cove","MID","2011","Foggy Cove MID 2011 3",200,51.6511326818714,-128.143312885714
2011-08-12,"4",11,"Patrick","Katrina",NA,NA,NA,NA,NA,"Foggy Cove MID 2011",NA,NA,NA,NA,NA,NA,"Foggy Cove","MID","2011","Foggy Cove MID 2011 4",183,51.6511273719434,-128.143324552551
2011-08-12,"5",14,"Patrick","Katrina",NA,NA,NA,NA,NA,"Foggy Cove MID 2011",NA,NA,NA,NA,NA,NA,"Foggy Cove","MID","2011","Foggy Cove MID 2011 5",172,51.6511114511639,-128.143359555765
2011-08-12,"6",18,"Sandra","Noriko",NA,NA,NA,"present","55","Foggy Cove MID 2011",NA,NA,NA,NA,NA,NA,"Foggy Cove","MID","2011","Foggy Cove MID 2011 6",155,51.6510902204481,-128.143406227217
2011-08-12,"7",28,"Sandra","Noriko",NA,"80","20",NA,NA,"Foggy Cove MID 2011",NA,NA,NA,NA,NA,NA,"Foggy Cove","MID","2011","Foggy Cove MID 2011 7",199,51.6510371570462,-128.143522903235
2011-08-12,"8",30,"Patrick","Katrina",NA,NA,NA,NA,NA,"Foggy Cove MID 2011",NA,NA,NA,NA,NA,NA,"Foggy Cove","MID","2011","Foggy Cove MID 2011 8",185,51.6510265461582,-128.143546239528
2011-08-12,"9",36,"Sandra","Noriko",NA,"70","30",NA,NA,"Foggy Cove MID 2011",NA,NA,NA,NA,NA,NA,"Foggy Cove","MID","2011","Foggy Cove MID 2011 9",188,51.6509947044545,-128.143616245622
2011-08-12,"10",48,"Patrick","Katrina",NA,NA,NA,NA,NA,"Foggy Cove MID 2011",NA,NA,NA,NA,NA,NA,"Foggy Cove","MID","2011","Foggy Cove MID 2011 10",170,51.6509310209095,-128.14375625607
2012-07-03,"1",1,"JJ","LA",NA,NA,NA,NA,NA,"Foggy Cove MID 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","MID","2012","Foggy Cove MID 2012 1",171,51.6511804351453,-128.143207876071
2012-07-03,"2",6,"SCL","SCL",NA,"80","20",NA,NA,"Foggy Cove MID 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","MID","2012","Foggy Cove MID 2012 2",165,51.6511539035591,-128.143266214345
2012-07-03,"3",13,"PTM","PTM",NA,NA,NA,NA,NA,"Foggy Cove MID 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","MID","2012","Foggy Cove MID 2012 3",217,51.6511167610954,-128.143347888936
2012-07-03,"4",15,"PTM","PTM",NA,NA,NA,NA,NA,"Foggy Cove MID 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","MID","2012","Foggy Cove MID 2012 4",160,51.6511061412417,-128.143371224036
2012-07-03,"5",20,"SCL","SCL",NA,"100",NA,NA,NA,"Foggy Cove MID 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","MID","2012","Foggy Cove MID 2012 5",182,51.6510796095731,-128.143429562119
2012-07-03,"6",25,"JJ","LA",NA,NA,NA,NA,NA,"Foggy Cove MID 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","MID","2012","Foggy Cove MID 2012 6",165,51.6510530778751,-128.143487900135
2012-07-03,"7",30,"??","??",NA,NA,NA,NA,NA,"Foggy Cove MID 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","MID","2012","Foggy Cove MID 2012 7",185,51.6510265461582,-128.143546239528
2012-07-03,"8",35,"SCL","SCL",NA,"100",NA,NA,"1","Foggy Cove MID 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","MID","2012","Foggy Cove MID 2012 8",203,51.6510000054109,-128.143604577578
2012-07-03,"9",38,"JJ","LA",NA,NA,NA,NA,NA,"Foggy Cove MID 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","MID","2012","Foggy Cove MID 2012 9",181,51.6509840845467,-128.143639580596
2012-07-03,"10",45,"??","??",NA,NA,NA,NA,NA,"Foggy Cove MID 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","MID","2012","Foggy Cove MID 2012 10",195,51.650946941809,-128.143721253133
2011-08-12,"1",3,"Patrick","Katrina",NA,"0","0",NA,NA,"Foggy Cove HIGH 2011",NA,NA,NA,NA,NA,NA,"Foggy Cove","HIGH","2011","Foggy Cove HIGH 2011 1",257,51.6509858884505,-128.143047434855
2011-08-12,"2",11,"Sandra","Noriko",NA,"90","10",NA,"2","Foggy Cove HIGH 2011",NA,NA,NA,NA,NA,NA,"Foggy Cove","HIGH","2011","Foggy Cove HIGH 2011 2",234,51.6509314465258,-128.14312301183
2011-08-12,"3",13,"Sandra","Noriko",NA,"70","30",NA,NA,"Foggy Cove HIGH 2011",NA,NA,NA,NA,NA,NA,"Foggy Cove","HIGH","2011","Foggy Cove HIGH 2011 3",248,51.65091784503,-128.143141906238
2011-08-12,"4",20,"Patrick","Katrina",NA,"0","0",NA,NA,"Foggy Cove HIGH 2011",NA,NA,NA,NA,NA,NA,"Foggy Cove","HIGH","2011","Foggy Cove HIGH 2011 4",213,51.6508702037869,-128.143208034362
2011-08-12,"5",22,"Sandra",NA,NA,"80","17","3",NA,"Foggy Cove HIGH 2011",NA,NA,NA,NA,NA,NA,"Foggy Cove","HIGH","2011","Foggy Cove HIGH 2011 5",218,51.6508565932865,-128.143226928888
2011-08-12,"6",24,"Sandra",NA,NA,"85","10","5","17","Foggy Cove HIGH 2011",NA,NA,NA,NA,NA,NA,"Foggy Cove","HIGH","2011","Foggy Cove HIGH 2011 6",227,51.6508429917735,-128.143245823233
2011-08-12,"7",27,"Sandra",NA,NA,"75","22","3",NA,"Foggy Cove HIGH 2011",NA,NA,NA,NA,NA,NA,"Foggy Cove","HIGH","2011","Foggy Cove HIGH 2011 7",223,51.6508225715065,-128.143274163623
2011-08-12,"8",34,"Patrick","Katrina",NA,"0","0",NA,NA,"Foggy Cove HIGH 2011",NA,NA,NA,NA,NA,NA,"Foggy Cove","HIGH","2011","Foggy Cove HIGH 2011 8",270,51.650774939188,-128.143340292745
2011-08-12,"9",37,"Sandra","Noriko",NA,"85","15",NA,NA,"Foggy Cove HIGH 2011",NA,NA,NA,NA,NA,NA,"Foggy Cove","HIGH","2011","Foggy Cove HIGH 2011 9",282,51.6507545278986,-128.143368634326
2011-08-12,"10",41,"Sandra","Noriko",NA,"95","5",NA,NA,"Foggy Cove HIGH 2011",NA,NA,NA,NA,NA,NA,"Foggy Cove","HIGH","2011","Foggy Cove HIGH 2011 10",347,51.6507273068311,-128.143406421729
2012-07-03,"1",1,"SCL","SCL",NA,"70","25","5",NA,"Foggy Cove HIGH 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","HIGH","2012","Foggy Cove HIGH 2012 1",239,51.6509994989318,-128.143028541667
2012-07-03,"2",4,"LA","JJ",NA,NA,NA,NA,NA,"Foggy Cove HIGH 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","HIGH","2012","Foggy Cove HIGH 2012 2",240,51.6509790877092,-128.143056882083
2012-07-03,"3",11,"SCL","SCL",NA,"94","5","1",NA,"Foggy Cove HIGH 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","HIGH","2012","Foggy Cove HIGH 2012 3",234,51.6509314465258,-128.14312301183
2012-07-03,"4",13,"PTM","PTM",NA,NA,NA,NA,NA,"Foggy Cove HIGH 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","HIGH","2012","Foggy Cove HIGH 2012 4",248,51.65091784503,-128.143141906238
2012-07-03,"5",22,"LA","JJ",NA,NA,NA,NA,NA,"Foggy Cove HIGH 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","HIGH","2012","Foggy Cove HIGH 2012 5",218,51.6508565932865,-128.143226928888
2012-07-03,"6",26,"SCL","SCL",NA,"90","10",NA,"10","Foggy Cove HIGH 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","HIGH","2012","Foggy Cove HIGH 2012 6",200,51.6508293812563,-128.143264716291
2012-07-03,"7",29,"PTM","PTM",NA,NA,NA,NA,NA,"Foggy Cove HIGH 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","HIGH","2012","Foggy Cove HIGH 2012 7",320,51.6508089609952,-128.143293058109
2012-07-03,"8",30,"PTM","PTM",NA,NA,NA,NA,NA,"Foggy Cove HIGH 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","HIGH","2012","Foggy Cove HIGH 2012 8",320,51.6508021602336,-128.143302505263
2012-07-03,"9",32,"LA","JJ",NA,NA,NA,NA,NA,"Foggy Cove HIGH 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","HIGH","2012","Foggy Cove HIGH 2012 9",264,51.6507885497071,-128.143321398287
2012-07-03,"10",39,"LA","JJ",NA,NA,NA,NA,NA,"Foggy Cove HIGH 2012",NA,NA,NA,NA,NA,NA,"Foggy Cove","HIGH","2012","Foggy Cove HIGH 2012 10",293,51.6507409173612,-128.14338752731
2011-08-13,"1",1,"Patrick","Katrina",NA,NA,NA,NA,NA,"North Beach LOW 2011",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2011","North Beach LOW 2011 1",156,51.6653960646784,-128.135297578966
2011-08-13,"2",5,"Sandra","Sandra","100",NA,NA,NA,NA,"North Beach LOW 2011",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2011","North Beach LOW 2011 2",95,51.6654320321542,-128.135297666345
2011-08-13,"3",6,"Sandra","Sandra","100",NA,NA,NA,"8","North Beach LOW 2011",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2011","North Beach LOW 2011 3",100,51.665441015038,-128.135297689084
2011-08-13,"4",9,"Patrick","Katrina",NA,NA,NA,NA,NA,"North Beach LOW 2011",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2011","North Beach LOW 2011 4",114,51.66546799065,-128.135297755341
2011-08-13,"5",14,"Laura","Noriko",NA,NA,NA,NA,NA,"North Beach LOW 2011",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2011","North Beach LOW 2011 5",110,51.6655129500101,-128.135297866732
2011-08-13,"6",15,"Sandra","Sandra","100",NA,NA,NA,"2","North Beach LOW 2011",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2011","North Beach LOW 2011 6",109,51.6655219418736,-128.135297887854
2011-08-13,"7",16,"Patrick","Katrina",NA,NA,NA,NA,NA,"North Beach LOW 2011",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2011","North Beach LOW 2011 7",128,51.6655309337477,-128.135297910422
2011-08-13,"8",17,"Laura","Noriko",NA,NA,NA,NA,NA,"North Beach LOW 2011",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2011","North Beach LOW 2011 8",148,51.6655399166313,-128.13529793316
2011-08-13,"9",20,"Sandra","Sandra","100",NA,NA,NA,NA,"North Beach LOW 2011",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2011","North Beach LOW 2011 9",111,51.6655668922428,-128.135297999416
2011-08-13,"10",21,"Patrick","Katrina",NA,NA,NA,NA,NA,"North Beach LOW 2011",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2011","North Beach LOW 2011 10",130,51.6655758841169,-128.135298021984
2012-07-04,"1",1,"PTM","JJ","0",NA,NA,NA,NA,"North Beach LOW 2012",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2012","North Beach LOW 2012 1",156,51.6653960646784,-128.135297578966
2012-07-04,"2",2,"PTM","JJ","0",NA,NA,NA,NA,"North Beach LOW 2012",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2012","North Beach LOW 2012 2",122,51.6654050565421,-128.135297600088
2012-07-04,"3",3,"PTM","JJ","0",NA,NA,NA,NA,"North Beach LOW 2012",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2012","North Beach LOW 2012 3",97,51.6654140484163,-128.135297622656
2012-07-04,"4",5,"SL","SL","100",NA,NA,NA,NA,"North Beach LOW 2012",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2012","North Beach LOW 2012 4",95,51.6654320321542,-128.135297666345
2012-07-04,"5",9,"SL","SL","100",NA,NA,NA,"1","North Beach LOW 2012",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2012","North Beach LOW 2012 5",114,51.66546799065,-128.135297755341
2012-07-04,"6",13,"PTM","JJ","0",NA,NA,NA,NA,"North Beach LOW 2012",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2012","North Beach LOW 2012 6",90,51.665503958136,-128.135297844165
2012-07-04,"7",14,"PTM","JJ","0",NA,NA,NA,NA,"North Beach LOW 2012",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2012","North Beach LOW 2012 7",110,51.6655129500101,-128.135297866732
2012-07-04,"8",17,"SL","SL","100",NA,NA,NA,NA,"North Beach LOW 2012",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2012","North Beach LOW 2012 8",148,51.6655399166313,-128.13529793316
2012-07-04,"9",18,"SL","SL","100",NA,NA,NA,"1","North Beach LOW 2012",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2012","North Beach LOW 2012 9",171,51.6655489085054,-128.135297955727
2012-07-04,"10",22,"PTM","JJ","0",NA,NA,NA,NA,"North Beach LOW 2012",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2012","North Beach LOW 2012 10",139,51.6655848759802,-128.135298043105
2011-08-13,"1",1,"Patrick","Katrina","0",NA,NA,NA,"0","North Beach MID 2011",NA,NA,NA,NA,NA,NA,"North Beach","MID","2011","North Beach MID 2011 1",273,51.6653918625895,-128.135238554923
2011-08-13,"2",5,"Sandra","Sandra","100",NA,NA,NA,"22","North Beach MID 2011",NA,NA,NA,NA,NA,NA,"North Beach","MID","2011","North Beach MID 2011 2",184,51.6654277950636,-128.13523633087
2011-08-13,"3",6,"Laura","Noriko","0",NA,NA,NA,"0","North Beach MID 2011",NA,NA,NA,NA,NA,NA,"North Beach","MID","2011","North Beach MID 2011 3",216,51.66543678268,-128.135235775132
2011-08-13,"4",7,"Patrick","Katrina","0",NA,NA,NA,"0","North Beach MID 2011",NA,NA,NA,NA,NA,NA,"North Beach","MID","2011","North Beach MID 2011 4",233,51.6654457702857,-128.135235217947
2011-08-13,"5",10,"Laura","Noriko","0",NA,NA,NA,"0","North Beach MID 2011",NA,NA,NA,NA,NA,NA,"North Beach","MID","2011","North Beach MID 2011 5",277,51.6654727151538,-128.135233551073
2011-08-13,"6",12,"Sandra","Sandra","100",NA,NA,NA,"10","North Beach MID 2011",NA,NA,NA,NA,NA,NA,"North Beach","MID","2011","North Beach MID 2011 6",275,51.6654906903757,-128.135232438149
2011-08-13,"7",13,"Patrick","Katrina","0",NA,NA,NA,"0","North Beach MID 2011",NA,NA,NA,NA,NA,NA,"North Beach","MID","2011","North Beach MID 2011 7",278,51.6654996690015,-128.13523188258
2011-08-13,"8",14,"Laura","Noriko","0",NA,NA,NA,"0","North Beach MID 2011",NA,NA,NA,NA,NA,NA,"North Beach","MID","2011","North Beach MID 2011 8",281,51.6655086566177,-128.13523132684
2011-08-13,"9",15,"Sandra","Sandra","100",NA,NA,NA,"10","North Beach MID 2011",NA,NA,NA,NA,NA,NA,"North Beach","MID","2011","North Beach MID 2011 9",275,51.6655176442339,-128.1352307711
2011-08-13,"10",20,"Laura","Noriko","0",NA,NA,NA,"0","North Beach MID 2011",NA,NA,NA,NA,NA,NA,"North Beach","MID","2011","North Beach MID 2011 10",279,51.6655625643125,-128.135227989845
2012-07-04,"1",1,"LA","JJ","0",NA,NA,NA,"0","North Beach MID 2012",NA,NA,NA,NA,NA,NA,"North Beach","MID","2012","North Beach MID 2012 1",273,51.6653918625895,-128.135238554923
2012-07-04,"2",9,"JJ","LA","0",NA,NA,NA,"0","North Beach MID 2012",NA,NA,NA,NA,NA,NA,"North Beach","MID","2012","North Beach MID 2012 2",200,51.6654637365279,-128.135234106641
2012-07-04,"3",11,"LA","JJ","0",NA,NA,NA,"0","North Beach MID 2012",NA,NA,NA,NA,NA,NA,"North Beach","MID","2012","North Beach MID 2012 3",278,51.6654817027594,-128.135232993888
2012-07-04,"4",12,"JJ","LA","0",NA,NA,NA,"0","North Beach MID 2012",NA,NA,NA,NA,NA,NA,"North Beach","MID","2012","North Beach MID 2012 4",275,51.6654906903757,-128.135232438149
2012-07-04,"5",13,"SCL","SCL","100",NA,NA,NA,"3","North Beach MID 2012",NA,NA,NA,NA,NA,NA,"North Beach","MID","2012","North Beach MID 2012 5",278,51.6654996690015,-128.13523188258
2012-07-04,"6",15,"LA","JJ","0",NA,NA,NA,"0","North Beach MID 2012",NA,NA,NA,NA,NA,NA,"North Beach","MID","2012","North Beach MID 2012 6",275,51.6655176442339,-128.1352307711
2012-07-04,"7",19,"PTM","PTM","0",NA,NA,NA,"0","North Beach MID 2012",NA,NA,NA,NA,NA,NA,"North Beach","MID","2012","North Beach MID 2012 7",279,51.665553576707,-128.135228547033
2012-07-04,"8",20,"PTM","PTM","0",NA,NA,NA,"0","North Beach MID 2012",NA,NA,NA,NA,NA,NA,"North Beach","MID","2012","North Beach MID 2012 8",279,51.6655625643125,-128.135227989845
2012-07-04,"9",21,"SCL","SCL","100",NA,NA,NA,"25","North Beach MID 2012",NA,NA,NA,NA,NA,NA,"North Beach","MID","2012","North Beach MID 2012 9",285,51.6655715519286,-128.135227434104
2012-07-04,"10",24,"SCL","SCL","100",NA,NA,NA,"1","North Beach MID 2012",NA,NA,NA,NA,NA,NA,"North Beach","MID","2012","North Beach MID 2012 10",278,51.6656022626013,-128.135225533574
2011-08-13,"1",2,"Sandra","Sandra","100",NA,NA,NA,"1","North Beach HIGH 2011",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2011","North Beach HIGH 2011 1",362,51.6653991149945,-128.135097592863
2011-08-13,"2",4,"Sandra","Sandra","100",NA,NA,NA,"45","North Beach HIGH 2011",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2011","North Beach HIGH 2011 2",319,51.6654164448799,-128.135105308046
2011-08-13,"3",6,"Laura","Noriko",NA,NA,NA,NA,NA,"North Beach HIGH 2011",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2011","North Beach HIGH 2011 3",318,51.6654337747753,-128.135113024681
2011-08-13,"4",7,"Patrick","Katrina",NA,NA,NA,NA,NA,"North Beach HIGH 2011",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2011","North Beach HIGH 2011 4",334,51.6654424442234,-128.135116883638
2011-08-13,"5",8,"Laura","Noriko",NA,NA,NA,NA,NA,"North Beach HIGH 2011",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2011","North Beach HIGH 2011 5",379,51.6654511046702,-128.135120741322
2011-08-13,"6",13,"Patrick","Katrina",NA,NA,NA,NA,NA,"North Beach HIGH 2011",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2011","North Beach HIGH 2011 6",287,51.6654944338951,-128.135140032142
2011-08-13,"7",15,"Laura","Noriko",NA,NA,NA,NA,NA,"North Beach HIGH 2011",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2011","North Beach HIGH 2011 7",276,51.6655117637882,-128.135147748803
2011-08-13,"8",17,"Sandra","Sandra","100",NA,NA,NA,"0.5","North Beach HIGH 2011",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2011","North Beach HIGH 2011 8",303,51.66552909367,-128.135155464024
2011-08-13,"9",21,"Laura","Noriko",NA,NA,NA,NA,NA,"North Beach HIGH 2011",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2011","North Beach HIGH 2011 9",230,51.6655637534535,-128.135170897376
2011-08-13,"10",24,"Sandra","Sandra","100",NA,NA,NA,NA,"North Beach HIGH 2011",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2011","North Beach HIGH 2011 10",274,51.6655905376524,-128.135182823921
2012-07-04,"1",5,"JJ","LA","0",NA,NA,"0","0","North Beach HIGH 2012",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2012","North Beach HIGH 2012 1",319,51.6654251143282,-128.135109167
2012-07-04,"2",8,"LA","JJ","0",NA,NA,"0","0","North Beach HIGH 2012",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2012","North Beach HIGH 2012 2",379,51.6654511046702,-128.135120741322
2012-07-04,"3",9,"JJ","LA","0",NA,NA,"0","0","North Beach HIGH 2012",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2012","North Beach HIGH 2012 3",291,51.6654597741074,-128.135124598836
2012-07-04,"4",11,"LA","JJ","0",NA,NA,"0","0","North Beach HIGH 2012",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2012","North Beach HIGH 2012 4",346,51.6654771040015,-128.135132315486
2012-07-04,"5",15,"SCL","SCL","100",NA,NA,"0","0","North Beach HIGH 2012",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2012","North Beach HIGH 2012 5",276,51.6655117637882,-128.135147748803
2012-07-04,"6",17,"PTM","PTM","0",NA,NA,"0","0","North Beach HIGH 2012",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2012","North Beach HIGH 2012 6",303,51.66552909367,-128.135155464024
2012-07-04,"7",19,"SCL","SCL","100",NA,NA,"7","55","North Beach HIGH 2012",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2012","North Beach HIGH 2012 7",201,51.665546423562,-128.135163180697
2012-07-04,"8",20,"PTM","PTM","0",NA,NA,"0","0","North Beach HIGH 2012",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2012","North Beach HIGH 2012 8",219,51.6655550840073,-128.135167038399
2012-07-04,"9",21,"JJ","LA","0",NA,NA,"0","0","North Beach HIGH 2012",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2012","North Beach HIGH 2012 9",230,51.6655637534535,-128.135170897376
2012-07-04,"10",22,"LA","JJ","0",NA,NA,"0","0","North Beach HIGH 2012",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2012","North Beach HIGH 2012 10",224,51.6655724138985,-128.13517475508
