ACTION,event_pk,Replicate Number,Date,Work Area,Organization,Survey,Sampling Bout,Site ID,Project Specific ID,Hakai ID,Source,Lat,Long,Gather Lat,Gather Long,Collection Method,Line Out Depth,Pressure Transducer Depth (m),Filter Type,Volume (ml),Installed,Collected,Preserved,Analyzed,Lab Technician,NH4+,NO2+NO3 (uM),NO2+NO3 (ug/L),TP,TDP,TN,TDN,SRP,PO4,SiO2,po4pfilt,no3nfilt,po4punfl,no3nunfl,nh4nunfl,NH4+ Flag,NO2+NO3 Flag,TP FLag,TDP FLag,TN Flag,TDN FLag,SRP Flag,PO4 Flag,SiO2 Flag,po4pfilt_flag,no3nfilt_flag,po4punfl_flag,no3nunfl_flag,nh4nunfl_flag,Analyzing Lab,Comments,Quality Log,no2_no3_units,Sample Status,Quality Level
,7374,1,2013-06-29,CALVERT,HAKAI,KWAK,1,PRUTH,537,NUT537,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-06-29 13:29:00,2013-06-29 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7374,2,2013-06-29,CALVERT,HAKAI,KWAK,1,PRUTH,538,NUT538,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-06-29 13:29:00,2013-06-29 00:00:00,,,,17.376,,,,,,,1.66,26.708,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7380,1,2013-07-04,CALVERT,HAKAI,KWAK,1,PRUTH,547,NUT547,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-07-04 09:00:00,2013-07-04 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7380,2,2013-07-04,CALVERT,HAKAI,KWAK,1,PRUTH,548,NUT548,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-07-04 09:00:00,2013-07-04 00:00:00,,,,8.786,,,,,,,0.846,17.023,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7380,1,2013-07-04,CALVERT,HAKAI,KWAK,1,PRUTH,549,NUT549,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-07-04 09:00:00,2013-07-04 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7380,2,2013-07-04,CALVERT,HAKAI,KWAK,1,PRUTH,550,NUT550,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-07-04 09:00:00,2013-07-04 00:00:00,,,,17.681,,,,,,,1.553,25.639,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7392,1,2013-07-10,CALVERT,HAKAI,KWAK,1,PRUTH,593,NUT593,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-07-10 11:10:00,2013-07-10 00:00:00,,,,9.555,,,,,,,0.951,17.574,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7392,2,2013-07-10,CALVERT,HAKAI,KWAK,1,PRUTH,594,NUT594,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-07-10 11:10:00,2013-07-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7392,1,2013-07-10,CALVERT,HAKAI,KWAK,1,PRUTH,595,NUT595,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-07-10 11:10:00,2013-07-10 00:00:00,,,,20.706,,,,,,,1.715,21.162,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7392,2,2013-07-10,CALVERT,HAKAI,KWAK,1,PRUTH,596,NUT596,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-07-10 11:10:00,2013-07-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,33265,1,2013-07-15,CALVERT,HAKAI,KWAK,1,PRUTH,641,NUT641,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-07-15 10:20:00,2013-07-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,33265,2,2013-07-15,CALVERT,HAKAI,KWAK,1,PRUTH,642,NUT642,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-07-15 10:20:00,2013-07-15 00:00:00,,,,0,,,,,,,0.036,1.79,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,33265,1,2013-07-15,CALVERT,HAKAI,KWAK,1,PRUTH,643,NUT643,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-07-15 10:20:00,2013-07-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,33265,2,2013-07-15,CALVERT,HAKAI,KWAK,1,PRUTH,644,NUT644,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-07-15 10:20:00,2013-07-15 00:00:00,,,,22.914,,,,,,,1.993,29.441,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7449,1,2013-07-19,CALVERT,HAKAI,KWAK,1,PRUTH,689,NUT689,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-07-19 11:33:00,2013-07-19 00:00:00,,,,2.867,,,,,,,0.477,9.857,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7449,2,2013-07-19,CALVERT,HAKAI,KWAK,1,PRUTH,690,NUT690,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-07-19 11:33:00,2013-07-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7449,1,2013-07-19,CALVERT,HAKAI,KWAK,1,PRUTH,691,NUT691,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-07-19 11:33:00,2013-07-19 00:00:00,,,,19.292,,,,,,,1.762,30.898,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7449,2,2013-07-19,CALVERT,HAKAI,KWAK,1,PRUTH,692,NUT692,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-07-19 11:33:00,2013-07-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7503,1,2013-07-26,CALVERT,HAKAI,KWAK,1,PRUTH,795,NUT795,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-07-26 09:30:00,2013-07-26 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7503,2,2013-07-26,CALVERT,HAKAI,KWAK,1,PRUTH,796,NUT796,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-07-26 09:30:00,2013-07-26 00:00:00,,,,4.712,,,,,,,0.647,13.813,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7503,1,2013-07-26,CALVERT,HAKAI,KWAK,1,PRUTH,797,NUT797,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-07-26 09:30:00,2013-07-26 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7503,2,2013-07-26,CALVERT,HAKAI,KWAK,1,PRUTH,798,NUT798,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-07-26 09:30:00,2013-07-26 00:00:00,,,,22.97,,,,,,,1.96,38.811,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7527,1,2013-07-31,CALVERT,HAKAI,KWAK,1,PRUTH,837,NUT837,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-07-31 13:53:00,2013-07-31 00:00:00,,,,0.011,,,,,,,0.138,2.655,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7527,2,2013-07-31,CALVERT,HAKAI,KWAK,1,PRUTH,838,NUT838,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-07-31 13:53:00,2013-07-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7527,1,2013-07-31,CALVERT,HAKAI,KWAK,1,PRUTH,835,NUT835,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-07-31 13:53:00,2013-07-31 00:00:00,,,,23.38,,,,,,,1.993,35.985,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7527,2,2013-07-31,CALVERT,HAKAI,KWAK,1,PRUTH,836,NUT836,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-07-31 13:53:00,2013-07-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7548,1,2013-08-10,CALVERT,HAKAI,KWAK,1,PRUTH,905,DUP010,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-08-10 13:10:00,2013-08-10 00:00:00,,,,,,,,,,,,,,,,,,,see,,,,,,see,see,,,,,,,,"1: Duplicate tube number. Results to be reviewed2: Metadata has been QCd by BF | the ID that was originally recorded for this sample is in the ""project specific ID"" column, this ID is not being used because it was a duplicate. Results may be available but must be reviewed individually as the result may not actually be for this sample3: Metadata has been QCd by BF | the ID that was originally recorded for this sample is in the ""project specific ID"" column, this ID is not being used because it was a duplicate. Results may be available but must be reviewed individually as the result may not actually be for this sample",,Collected,Technicianm
,7548,2,2013-08-10,CALVERT,HAKAI,KWAK,1,PRUTH,906,NUT906,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-08-10 13:10:00,2013-08-10 00:00:00,,,,7.817,,,,,,,0.852,17.492,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7548,1,2013-08-10,CALVERT,HAKAI,KWAK,1,PRUTH,907,NUT907,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-08-10 13:10:00,2013-08-10 00:00:00,,,,7.704,,,,,,,0.852,17.475,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7548,2,2013-08-10,CALVERT,HAKAI,KWAK,1,PRUTH,908,NUT908,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-08-10 13:10:00,2013-08-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,33563,1,2013-08-15,CALVERT,HAKAI,KWAK,1,PRUTH,942,NUT942,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-08-15 09:00:00,2013-08-15 00:00:00,,,,1.704,,,,,,,0.244,8.265,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,33563,2,2013-08-15,CALVERT,HAKAI,KWAK,1,PRUTH,943,NUT943,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-08-15 09:00:00,2013-08-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,33563,1,2013-08-15,CALVERT,HAKAI,KWAK,1,PRUTH,944,NUT944,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-08-15 09:00:00,2013-08-15 00:00:00,,,,21.748,,,,,,,1.81,32.312,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,33563,2,2013-08-15,CALVERT,HAKAI,KWAK,1,PRUTH,945,NUT945,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-08-15 09:00:00,2013-08-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7575,1,2013-08-22,CALVERT,HAKAI,KWAK,1,PRUTH,996,NUT996,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-08-22 13:29:00,2013-08-22 00:00:00,,,,1.418,,,,,,,0.228,5.265,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7575,2,2013-08-22,CALVERT,HAKAI,KWAK,1,PRUTH,997,NUT997,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-08-22 13:29:00,2013-08-22 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7575,1,2013-08-22,CALVERT,HAKAI,KWAK,1,PRUTH,998,NUT998,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-08-22 13:29:00,2013-08-22 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7575,2,2013-08-22,CALVERT,HAKAI,KWAK,1,PRUTH,999,NUT999,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-08-22 13:29:00,2013-08-22 00:00:00,,,,15.137,,,,,,,1.383,26.181,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7578,1,2013-08-27,CALVERT,HAKAI,KWAK,1,PRUTH,1000,NUT1000,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-08-27 09:00:00,2013-08-27 00:00:00,,,,3.262,,,,,,,0.483,10.045,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7578,2,2013-08-27,CALVERT,HAKAI,KWAK,1,PRUTH,1001,NUT1001,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-08-27 09:00:00,2013-08-27 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7578,1,2013-08-27,CALVERT,HAKAI,KWAK,1,PRUTH,1002,NUT1002,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-08-27 09:00:00,2013-08-27 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7578,2,2013-08-27,CALVERT,HAKAI,KWAK,1,PRUTH,1003,NUT1003,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-08-27 09:00:00,2013-08-27 00:00:00,,,,13.591,,,,,,,1.138,24.718,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7587,1,2013-08-31,CALVERT,HAKAI,KWAK,1,PRUTH,1016,DUP012,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-08-31 13:50:00,2013-08-31 00:00:00,,,,0,,,,,,,0.153,2.451,,,,,,,see,,,,,,see,see,,,,,,UBC,,"1: Duplicate tube number. Results to be reviewed2: Metadata has been QCd by BF | the ID that was originally recorded for this sample is in the ""project specific ID"" column, this ID is not being used because it was a duplicate. Results may be available but must be reviewed individually as the result may not actually be for this sample3: Metadata has been QCd by BF | the ID that was originally recorded for this sample is in the ""project specific ID"" column, this ID is not being used because it was a duplicate. Results may be available but must be reviewed individually as the result may not actually be for this sample",uM,Results,Technicianm
,7587,2,2013-08-31,CALVERT,HAKAI,KWAK,1,PRUTH,1017,NUT1017,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-08-31 13:50:00,2013-08-31 00:00:00,,,,0,,,,,,,0.123,2.437,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7587,1,2013-08-31,CALVERT,HAKAI,KWAK,1,PRUTH,1018,NUT1018,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-08-31 13:50:00,2013-08-31 00:00:00,,,,16.995,,,,,,,1.615,29.231,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7587,2,2013-08-31,CALVERT,HAKAI,KWAK,1,PRUTH,1019,NUT1019,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-08-31 13:50:00,2013-08-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Metadata has been QCd by BF,,Collected,Technicianm
,7590,1,2013-09-05,CALVERT,HAKAI,KWAK,1,PRUTH,1058,NUT1058,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-09-05 08:30:00,2013-09-05 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7590,2,2013-09-05,CALVERT,HAKAI,KWAK,1,PRUTH,1059,NUT1059,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-09-05 08:30:00,2013-09-05 00:00:00,,,,4.891,,,,,,,0.541,12.341,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7590,1,2013-09-05,CALVERT,HAKAI,KWAK,1,PRUTH,1060,NUT1060,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-09-05 08:30:00,2013-09-05 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7590,2,2013-09-05,CALVERT,HAKAI,KWAK,1,PRUTH,1061,NUT1061,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-09-05 08:30:00,2013-09-05 00:00:00,,,,17.785,,,,,,,1.61,27.433,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7599,1,2013-09-11,CALVERT,HAKAI,KWAK,1,PRUTH,1074,NUT1074,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-09-11 14:07:00,2013-09-11 00:00:00,,,,5.28,,,,,,,0.569,12.43,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7599,2,2013-09-11,CALVERT,HAKAI,KWAK,1,PRUTH,1075,NUT1075,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-09-11 14:07:00,2013-09-11 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7599,1,2013-09-11,CALVERT,HAKAI,KWAK,1,PRUTH,1076,NUT1076,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-09-11 14:07:00,2013-09-11 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7599,2,2013-09-11,CALVERT,HAKAI,KWAK,1,PRUTH,1077,NUT1077,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-09-11 14:07:00,2013-09-11 00:00:00,,,,17.026,,,,,,,1.587,25.76,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7608,1,2013-09-25,CALVERT,HAKAI,KWAK,1,PRUTH,1132,NUT1132,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-09-25 13:08:00,2013-09-25 00:00:00,,,,9.851,,,,,,,1.046,20.491,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7608,2,2013-09-25,CALVERT,HAKAI,KWAK,1,PRUTH,1133,NUT1133,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-09-25 13:08:00,2013-09-25 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7608,1,2013-09-25,CALVERT,HAKAI,KWAK,1,PRUTH,1134,NUT1134,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-09-25 13:08:00,2013-09-25 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7608,2,2013-09-25,CALVERT,HAKAI,KWAK,1,PRUTH,1135,NUT1135,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-09-25 13:08:00,2013-09-25 00:00:00,,,,12.394,,,,,,,1.251,24.453,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7623,1,2013-10-17,CALVERT,HAKAI,KWAK,1,PRUTH,1232,NUT1232,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-10-17 14:20:00,2013-10-17 00:00:00,,,,11.457,,,,,,,1.142,26.352,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7623,2,2013-10-17,CALVERT,HAKAI,KWAK,1,PRUTH,1233,NUT1233,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-10-17 14:20:00,2013-10-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7623,1,2013-10-17,CALVERT,HAKAI,KWAK,1,PRUTH,1234,NUT1234,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-10-17 14:20:00,2013-10-17 00:00:00,,,,18.5,,,,,,,1.623,32.94,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7632,1,2013-11-07,CALVERT,HAKAI,KWAK,1,PRUTH,1306,NUT1306,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-11-07 17:08:00,2013-11-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7632,2,2013-11-07,CALVERT,HAKAI,KWAK,1,PRUTH,1307,NUT1307,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-11-07 17:08:00,2013-11-07 00:00:00,,,,18.39,,,,,,,1.599,33.174,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7632,1,2013-11-07,CALVERT,HAKAI,KWAK,1,PRUTH,1308,NUT1308,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-11-07 17:08:00,2013-11-07 00:00:00,,,,19.417,,,,,,,1.67,35.228,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7632,2,2013-11-07,CALVERT,HAKAI,KWAK,1,PRUTH,1309,NUT1309,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-11-07 17:08:00,2013-11-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7647,1,2013-11-28,CALVERT,HAKAI,KWAK,1,PRUTH,1360,NUT1360,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-11-28 11:00:00,2013-11-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7647,2,2013-11-28,CALVERT,HAKAI,KWAK,1,PRUTH,1361,NUT1361,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2013-11-28 11:00:00,2013-11-28 00:00:00,,,,20.327,,,,,,,1.704,37.842,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7647,1,2013-11-28,CALVERT,HAKAI,KWAK,1,PRUTH,1362,NUT1362,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-11-28 11:00:00,2013-11-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7647,2,2013-11-28,CALVERT,HAKAI,KWAK,1,PRUTH,1363,NUT1363,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2013-11-28 11:00:00,2013-11-28 00:00:00,,,,23.255,,,,,,,1.957,41.549,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7656,1,2014-01-08,CALVERT,HAKAI,KWAK,1,PRUTH,1386,NUT1386,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2014-01-08 13:00:00,2014-01-08 00:00:00,,,,22.48,,,,,,,1.818,45.034,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7656,2,2014-01-08,CALVERT,HAKAI,KWAK,1,PRUTH,1387,NUT1387,M,51.6554,-128.0913,,,,5,,0.45nm,13,,2014-01-08 13:00:00,2014-01-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
,7656,1,2014-01-08,CALVERT,HAKAI,KWAK,1,PRUTH,1388,NUT1388,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2014-01-08 13:00:00,2014-01-08 00:00:00,,,,22.69,,,,,,,1.885,40.551,,,,,,,,,,,,,,,,,,,,UBC,,1: Metadata has been QCd by BF,uM,Results,Technicianm
,7656,2,2014-01-08,CALVERT,HAKAI,KWAK,1,PRUTH,1389,NUT1389,M,51.6554,-128.0913,,,,30,,0.45nm,13,,2014-01-08 13:00:00,2014-01-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadata has been QCd by BF | sample was taken as a backup. Once the results were returned and checked, the backup was not run",,Not Available,Technicianm
